Word,Polarity
انجرح, Negative
قميل, Positive
مرار طافح, Negative
كئيب, Negative
سوء, Negative
لول, Positive
معصيه, Negative
محرض, Negative
قدها وادود, Positive
يامنافقين, Negative
لم يلتزم, Negative
انتهاز, Negative
شتت, Negative
كاتم, Negative
اجرام, Negative
مناخير, Negative
انتهاك, Negative
جميل, Positive
نفشل, Negative
سوط, Negative
مخضرم, Positive
سيس, Negative
بتاع كلام, Negative
نفشخ, Negative
سد نفسي, Negative
مجد, Positive
قصاص, Negative
سيء, Negative
اخطاء, Negative
اخطاؤ, Negative
حيتخلع, Negative
شعبيه, Positive
اخطائ, Negative
سيئ, Negative
شتم, Negative
تتعمي, Negative
قمور, Positive
جموس, Negative
تنتصر, Positive
نفسد, Negative
جمود, Negative
محن, Negative
مخب, Negative
شجب, Negative
سعة الرزق, Positive
بيكذب, Negative
عادته ولا هيشتريها, Negative
بتتشطر, Negative
طموح, Positive
محب, Positive
ربنا نفخ في صورته, Positive
كويس, Positive
حابس, Negative
مخل, Negative
تحريف, Negative
قلبي معاك, Positive
فرفر, Negative
يطلع عينو, Negative
تقتل الفرحه, Negative
تصبحوا علي سعاده, Positive
يتمسخر, Negative
شجع, Positive
ننصرهم, Positive
احسنت, Positive
اغبيا, Negative
شخر, Negative
حيموت, Negative
طناش, Negative
كائدين, Negative
المهالك, Negative
مجديه, Positive
كائد, Negative
كذااب, Negative
تحقير, Negative
بعيب, Negative
شدد, Negative
منتهك, Negative
اللهم أهلك, Negative
هتسكتو, Negative
شخه, Negative
تكرهك, Negative
بعيط, Negative
سبهم, Negative
انجاز, Positive
انجاس, Negative
تتعقب, Negative
طامه كبري, Negative
كلك ذوق, Positive
مؤامر, Negative
بتتشتم, Negative
اطاح, Negative
مرض, Negative
حاضر, Positive
هتختف, Negative
ييجي علي, Negative
تحريض, Negative
فنكوش, Negative
مرح, Positive
زوال, Negative
سبها, Negative
تلميح, Negative
متهزروش, Negative
نسوانجي, Negative
غلطان, Negative
سنه حلوه, Positive
مسح, Negative
جاموس, Negative
شرد, Negative
كفايا, Negative
تنتحل, Negative
بيكدب, Negative
شرس, Negative
حاصر, Negative
يستدرج, Negative
الله يحرقكو, Negative
ادغال, Negative
مهابيل, Negative
تكرمه, Positive
يجبر, Negative
تكرمك, Positive
مزز, Positive
بهيمه, Negative
مغالط, Negative
نتشرد, Negative
ينحني, Negative
تخين, Negative
قرفان, Negative
حاسم, Positive
بغال, Negative
اهمد, Negative
مسل, Positive
يؤتمن, Positive
يعاقب, Negative
بتصرخ, Negative
نتمسح, Negative
مسخ, Negative
مغامر, Positive
يهرتل, Negative
شرف, Positive
صعلوك, Negative
شجاع, Positive
ضرب الجزم, Negative
ارهقتني, Negative
تمويه, Negative
ابو جهل, Negative
اهلا, Positive
كاره, Negative
كازب, Negative
بيهش, Negative
حازق, Negative
سينس, Negative
رفعلي معنوياتي, Positive
حاسد, Negative
سبكو, Negative
مدايق, Negative
واسع العطاء, Positive
بيقهر, Negative
تخيف, Negative
بتنجح, Positive
نريحك, Positive
تخون, Negative
جبابر, Negative
كفايه, Negative
بتنجس, Negative
رفعتلي معنوياتي, Positive
تحرمو, Negative
زهقو, Negative
سلطانيه, Negative
تعمير, Positive
ترامادول, Negative
محكوم, Negative
تنتحر, Negative
برجوازي, Negative
ربنا يسعدك, Positive
استهبل, Negative
كاذب, Negative
يولول, Negative
زهقت, Negative
حارب, Negative
مخنوق, Negative
تخوف, Negative
رائعه, Positive
بيحذرو, Negative
فقيع, Negative
صداع, Negative
استهان, Negative
كادب, Negative
رووعه, Positive
لامؤاخذه, Negative
فقير, Negative
محشش, Negative
اهدار, Negative
سوء الفهم, Negative
مداح, Positive
نقيل, Negative
اظرف, Positive
رخاوه, Negative
يحشر, Negative
تحريضك, Negative
الحمدلله, Positive
شياكه, Positive
سقوطك, Negative
اخص علي, Negative
نكتم, Negative
ترتاح, Positive
صفعه, Negative
يحسس, Negative
لانحب, Negative
خرسان, Negative
غدار, Negative
الاهتمام, Positive
يشوهو, Negative
لايمثلني, Negative
شطه, Negative
مخله, Negative
اتطوع, Positive
يكسرو, Negative
تتحبسوا, Negative
اصابه, Negative
يحزن, Negative
ما هذا, Negative
مخلص, Positive
سنه سعيده, Positive
يحسد, Negative
هيطلع ايه يعني, Negative
بنركبك, Negative
مشموم, Negative
بتقلش, Negative
رعايه, Positive
يقويكي, Positive
نتقمص, Negative
يحرم, Negative
واثق, Positive
يحرق, Negative
استمتعنا, Positive
نكبه, Negative
بتذل, Negative
رشيق, Positive
فريد من نوعه, Positive
متاجر, Negative
عقاب رادع, Negative
متمرمط, Negative
انبسط, Positive
رشوه, Negative
مفتري, Negative
نكاه, Negative
يحذر, Negative
نحترم, Positive
كل عام وانت بخير, Positive
نحترق, Negative
بتخر, Negative
زعلان, Negative
اتونس, Positive
تفضح, Negative
معزز مكرم, Positive
بيخطئ, Negative
يوفقكك, Positive
هموت, Negative
مبروك, Positive
يارب احفظهم, Positive
بنزيف, Negative
اتبهدلت, Negative
نجادل, Negative
احتضان, Positive
جت علي دي, Negative
اللي جاي احلي, Positive
ضحاله, Negative
تفشل, Negative
اعمل لكم ايه, Negative
ذكاء, Positive
اللي اختاشو ماتو, Negative
يضحك علينا, Negative
ربنا يكرمك, Positive
الله يخليكم, Positive
مسرور, Positive
هو في ايه, Negative
وااو, Positive
محسوبيه, Negative
اتذليتم, Negative
استفدت ايه, Negative
مسروق, Negative
ربنا يكتر من, Positive
لا يوصف, Positive
تتهدد, Negative
حرباً, Negative
صفاقه, Negative
اطيب, Positive
ربنا يزيد, Positive
بجاحتك, Negative
نرفض, Negative
بطولي, Positive
تفشخ, Negative
محدودي الذكاء, Negative
نتكتم, Negative
وجه السعد, Positive
رصاص, Negative
نجاحك, Positive
بيتظاهروا, Negative
ضايقتني, Negative
تتنيل, Negative
نكسه, Negative
حرامي, Negative
نلجمك, Negative
امنا الغولة, Negative
ننسحب, Negative
نكسف, Negative
يدبحو, Negative
ضلمه, Negative
حبيت, Positive
حبيب, Positive
نزرط, Negative
نكسب, Positive
واضح, Positive
هتتاجل, Negative
نكسر, Negative
ابتسام, Positive
يستهبلوش, Negative
طهور, Positive
عبقريه, Positive
علي عينك يا تاجر, Negative
تستهبلوش, Negative
طوبه, Negative
متوكل, Positive
نكره, Negative
كئابه, Negative
نكرم, Positive
تطلع عينو, Negative
جمالك, Positive
مكر, Negative
انصح به, Positive
اتوكس, Negative
ابتلاء, Negative
يتبعزق, Negative
تفاهه, Negative
قواد, Negative
جمالي, Positive
طعنًا, Negative
ملط, Negative
عثول, Positive
ارق واحد, Positive
مخيف, Negative
جدعان, Positive
كيوت, Positive
تدعمني, Positive
جهنم, Negative
شكي, Negative
تتهان, Negative
مش ناقصاك, Negative
دمائه, Negative
طغيان, Negative
نكذب, Negative
نكدي, Negative
ماعجبهاش, Negative
شكك, Negative
شكم, Negative
ننكرها, Negative
نكدس, Negative
صباحك سعاده, Positive
شكر, Positive
سوء سلوك, Negative
الف شكر, Positive
ملل, Negative
يحظك, Positive
منع, Negative
عجاف, Negative
يحطم, Negative
نكدب, Negative
شمخ, Positive
مش فاهم, Negative
حاجه تشرح, Positive
نقطني, Negative
شلل, Negative
 يا كبير, Positive
إيذاء, Negative
هو استفاد ايه, Negative
اتقتلوا, Negative
يا حيلتها, Negative
جهله, Negative
تفاني, Positive
ممل, Negative
استبداد, Negative
نستبعد, Negative
ميتين ابوه, Negative
نريق, Negative
نبح, Negative
مصطنع, Negative
لا روح فيه, Negative
مدبر, Negative
ما قصرتش, Positive
صبر, Positive
شكلك وحش, Negative
شرفتم, Positive
محايله, Negative
منبطح, Negative
صاف, Positive
نبك, Negative
نبل, Positive
تضامن, Positive
مهم, Positive
نريح, Positive
بمراره, Negative
أفكاره كبيره, Positive
جتك نيله, Negative
متستسهليش, Negative
ما اجملك, Positive
نتش, Negative
نرعب, Negative
اوقح, Negative
شهم, Positive
ما اجمله, Positive
مأساه, Negative
شهي, Positive
تفتي, Negative
منايك, Negative
تفتن, Negative
رافع راسنا, Positive
محدش هيعبرك, Negative
بفكر فيك, Positive
نثق, Positive
يغالط, Negative
شوم, Negative
شوه, Negative
فكيك, Negative
تدني, Negative
تذبح, Negative
نزايد, Negative
تفتت, Negative
اوفر, Negative
مذبحه, Negative
نتن, Negative
تفتر, Negative
نجم, Positive
متستسهلش, Negative
نزاهه, Positive
مخزي, Negative
نجس, Negative
سكينه, Positive
ربنا يوفقك, Positive
نجح, Positive
نقضي, Negative
لا يطاق, Negative
يشتموك, Negative
تدمر, Negative
نحس, Negative
شيق, Positive
شيك, Positive
متستسهلوش, Negative
حسبنا الله, Negative
شيع, Negative
تستفيد, Positive
عرقلت, Negative
ينتقد, Negative
تخريب, Negative
كبتم, Negative
تدلس, Negative
مخرب, Negative
انت مال امك, Negative
فساد, Negative
امتياز, Positive
نحي, Positive
يؤنسني, Positive
تخريف, Negative
ضلال, Negative
ينتقم, Negative
تعريس, Negative
تعريص, Negative
ندم, Negative
نقصر, Negative
صحي, Positive
انا ماحب, Negative
تعريك, Negative
صدقه, Positive
تعريه, Negative
صخب, Negative
بتكدب, Negative
صهيون, Negative
تواضعا, Positive
يدافع, Positive
ندد, Negative
وحشتونا, Positive
نذل, Negative
بنت اصول, Positive
قنوع, Positive
متطفل, Negative
الله يفتح عليك, Positive
مسرطن, Negative
بتكره, Negative
مدفيني, Positive
مخدر, Negative
ابه ابلني, Negative
معزول, Negative
نرن, Negative
يخبط دماغه فالحيط, Negative
اعتداء, Negative
صدق, Positive
صدم, Negative
فككم, Negative
اطعم, Positive
الله يمسيك بالخير, Positive
ابن موزه, Negative
وطني, Positive
تدمير, Negative
موحوح, Negative
نسب, Negative
صرع, Negative
مانعرفوش, Negative
تغصبن, Negative
صرخ, Negative
لابنعاير, Positive
افتري, Negative
منافق, Negative
نزف, Negative
اتسرقت, Negative
نزع, Negative
انيقه, Positive
تفسد, Negative
عشان تتربي, Negative
افترا, Negative
بغيظ, Negative
نسي, Negative
نسف, Negative
بتلحس جزم, Negative
